id	rep1	rep2	logFC	pvalue	FDR	gene
664	-0.4815	-0.449	-0.46525	0.0137024947490535	0.140863113430126	BYSL
665	0.3325	0.297	0.31475	0.0389667459131551	0.194731256926483	GNAI1
666	0.2455	0.345	0.29525	0.0513053744335516	0.214710610877708	ANKRD28
667	0.1285	0.123	0.12575	0.252861737874812	0.448721805997381	FAM210A
668	-0.6035	-0.004	-0.30375	0.228456228847777	0.424165345885545	TRRAP
669	-0.1015	-0.023	-0.06225	0.547985732450583	0.705961170434228	PAM16
670	-1.0185	-0.626	-0.82225	0.0113515542097624	0.133218130532138	DDX50
671	-0.5575	-0.396	-0.47675	0.0180464541596871	0.15583421046029	MICAL1
672	1.1415	4.245	2.69325	0.0638617209338307	0.234197933765229	DNAJB12
673	0.4635	-0.082	0.19075	0.382702134894943	0.569723992671657	CAB39
674	0.5635	0.243	0.40325	0.054272851231345	0.218884978837523	APOOL
675	-0.2975	-0.019	-0.15825	0.286472093104873	0.479640298379151	NUF2
676	0.1305	0.184	0.15725	0.180564304620019	0.37354486713894	COMT
677	-0.4685	-0.231	-0.34975	0.0546381851282156	0.219443852641293	DIAPH1
678	-0.2565	-0.119	-0.18775	0.15170775413168	0.345292723856205	RPS12
679	0.1545	-0.692	-0.26875	0.39319497258601	0.575597353424879	LZTS2
680	-0.2215	-0.364	-0.29275	0.0592078891326576	0.225802623444706	TMX1
681	0.2325	0.346	0.28925	0.0559384984901568	0.221486096790464	RPL3
682	0.0515	-0.222	-0.08525	0.533109821580231	0.694626262573846	TAGLN2
683	0.3695	0.188	0.27875	0.075575410118195	0.247050319849225	CYCS
684	-1.4295	-1.387	-1.40825	0.000548821090737129	0.0466300720283009	CASC3
685	0.1485	-0.154	-0.00274999999999998	0.984149999194686	0.98816505289502	DIS3
686	-0.9775	-0.935	-0.95625	0.00173635263319409	0.0878861563570549	SRSF10;FUSIP1
687	-0.1455	-0.038	-0.09175	0.404541032152687	0.587093072687402	RPS15A
688	-0.6305	-0.055	-0.34275	0.176707626488228	0.370770466292264	GCN1L1
689	0.3775	0.625	0.50125	0.0226980123770586	0.167181281039914	SPATA5L1
690	-0.4275	0.459	0.01575	0.958933435800327	0.973313546598051	INTS7
691	-0.3575	-0.296	-0.32675	0.0367136845079347	0.188509125371028	PTBP1
692	0.4135	0.078	0.24575	0.165415705999848	0.35993232324041	ERAP2
693	-0.0315	-0.299	-0.16525	0.262557288442497	0.455117744455119	LRRC57
694	0.0285	-0.23	-0.10075	0.457196708985758	0.634941820415004	ZNF800
695	0.1885	-0.099	0.04475	0.742738366039352	0.835421957015203	CLNS1A
696	-0.4675	-0.554	-0.51075	0.0116492590936599	0.134093784877736	HNRNPA2B1
697	-0.3705	-0.36	-0.36525	0.0260455793390471	0.172371788820813	LAMTOR3
698	-0.6305	-0.029	-0.32975	0.200783702575433	0.396982200404552	VPS13C
699	0.0325	-0.263	-0.11525	0.427710262282558	0.607847413783851	HMGB1
700	-0.0475	0.164	0.05825	0.631873612257713	0.764091590450375	SMNDC1
701	0.1605	0.269	0.21475	0.108304614987541	0.289692831958543	CIAO1
702	-0.4545	-0.145	-0.29975	0.102358636258131	0.284906864034899	TRIM38
703	-0.0235	-0.054	-0.03875	0.69462033935658	0.804550842626456	PDIA3
704	-0.0455	0	-0.02275	0.817145884610603	0.881792133123346	PITPNB
705	0.6175	0.824	0.72075	0.00686142880242377	0.119487526713386	BCS1L
706	-0.0345	0.051	0.00825	0.93475991273891	0.957161566421106	AMPD2
707	-0.1995	-0.072	-0.13575	0.256086168829227	0.450547323769068	RPS17;RPS17L
708	0.5135	0.37	0.44175	0.0207494726183374	0.161279756864937	SDF2
709	0.0435	0.152	0.09775	0.378779785596763	0.565933467126861	PGAM1
710	0.1765	0.028	0.10225	0.380555281713912	0.567555247887022	ARF3;ARF1
711	-0.2345	-0.351	-0.29275	0.0547887416319141	0.219443852641293	WAS
712	0.3705	0.344	0.35725	0.0278595826083269	0.175079485073226	C20ORF43
713	0.1245	0.014	0.06925	0.519343777306475	0.683183137680249	VPS45
714	-0.0185	-0.06	-0.03925	0.692257699801545	0.802786810442303	ERGIC3
715	0.0565	1.09	0.57325	0.174627140041574	0.368048232374618	CLYBL
716	0.6285	0.349	0.48875	0.0279914313521328	0.175079485073226	USP34
717	-0.1065	-0.271	-0.18875	0.160927281892548	0.353830728597496	TMED9
718	0.2655	-0.156	0.05475	0.747608600448266	0.83854362601714	FBXW11
719	-0.0865	0.188	0.05075	0.70454163146344	0.811320254642884	BRP44L
720	-0.3185	-0.297	-0.30775	0.0407789004274026	0.199056116288219	DDX5
721	-0.3215	-0.218	-0.26975	0.0643608998955556	0.234197933765229	DDX17
722	-0.6945	-0.758	-0.72625	0.00403691920532094	0.0989428629849569	SPTLC1
723	0.0785	-0.03	0.02425	0.814929558628365	0.880787860672576	UBE2I
724	-0.1805	-0.188	-0.18425	0.130252550914897	0.31766559859897	BAG6;BAT3
725	-0.4825	-0.033	-0.25775	0.2098574108668	0.406135812795159	UGGT1
726	0.4025	0.026	0.21425	0.233957572010138	0.431457629996274	GRAP;GRAPL
727	-0.6715	-0.66	-0.66575	0.00487780988863668	0.106427624122557	CKAP5
728	0.0255	-0.144	-0.05925	0.604543459442371	0.744645444240135	CBR1
729	-0.1775	-0.09	-0.13375	0.245447336329406	0.441268708482921	PPP2R1B
730	-0.1775	-0.17	-0.17375	0.146036151038248	0.337875483063177	HMMR
731	0.3175	0.698	0.50775	0.039266866176478	0.195032379795011	GSK3B
732	0.2525	-0.12	0.06625	0.675451481278682	0.790997407362688	HIBCH
733	-0.7425	-0.329	-0.53575	0.0392447259511149	0.195032379795011	FASN
734	-0.6575	-0.603	-0.63025	0.0059827499274533	0.115783807419537	EIF4A3
735	-0.4275	-0.385	-0.40625	0.020101395232219	0.160807742187764	HIST1H1B
736	-0.3795	-0.496	-0.43775	0.0194190064683649	0.158745460212204	CARKD
737	-0.5355	-0.738	-0.63675	0.00958748707361843	0.126678042057047	SCNN1B
738	-0.7505	-1.15	-0.95025	0.00778655200294506	0.120271155350654	THOC2
739	-0.0445	-0.024	-0.03425	0.727031206835136	0.825088882541427	HINT2
740	-0.2295	-0.132	-0.18075	0.14935098557942	0.342176004565663	NNT
741	-0.0255	-0.269	-0.14725	0.291732755357627	0.48328336612618	PSMA3
742	-0.3345	-0.01	-0.17225	0.283699526654819	0.477751165049459	ZFP36L2;ZFP36L1
743	-0.0145	0.187	0.08625	0.482287681651559	0.652973857050877	MYH11
744	-0.4325	-0.338	-0.38525	0.0256815374800786	0.172371788820813	U2AF2
745	-0.2885	-0.314	-0.30125	0.043141937128403	0.201901811027661	ILF3
746	0.9155	0.837	0.87625	0.0024102522162886	0.0895669370760065	MYL12B;MYL12A
747	-0.0405	0.275	0.11725	0.434529040288843	0.613579247675095	ST6GAL1
748	-0.2005	0.015	-0.09275	0.462015216251036	0.638399857818525	LSG1
749	-0.1105	-0.015	-0.06275	0.550808564171553	0.707875068798597	RPS2
750	-0.0175	-0.084	-0.05075	0.617272652408706	0.754393397631739	IDE
751	0.1365	0.147	0.14175	0.209837468095354	0.406135812795159	RTF1
752	-0.1495	-0.036	-0.09275	0.402809346958688	0.586390598006232	HMOX2
753	-0.0575	0.17	0.05625	0.651334477288506	0.776128370256858	NUP88
754	-0.0645	-0.308	-0.18625	0.204764005322457	0.400988269285831	PREP
755	0.2065	0.293	0.24975	0.0740419098286825	0.245022088335997	MINA
756	-0.2395	0.174	-0.03275	0.844479294128813	0.901472056354249	SMPDL3B
757	-0.5955	-1.348	-0.97175	0.0279489663698169	0.175079485073226	FXR1
758	-1.0185	0.554	-0.23225	0.663082706793381	0.783881460779815	PLXNC1
759	-0.7115	-0.575	-0.64325	0.00709566018867784	0.119487526713386	EIF4E
760	-0.0615	-0.031	-0.04625	0.641374085524413	0.767316633227389	CSTF1
761	-0.1965	0.214	0.00875000000000002	0.957858139734288	0.972639901149941	TXLNA
762	0.0935	0.114	0.10375	0.329324104574759	0.519569850581334	UBE2L3
763	0.0345	-0.213	-0.08925	0.498406933474919	0.666297769659684	NOA1
764	0.1835	0.021	0.10225	0.388624342562719	0.573361028444848	RAB11FIP1
765	-0.6665	-0.314	-0.49025	0.0381667283353076	0.192000819913092	YTHDF1
766	0.4025	-0.34	0.0312499999999999	0.905012117308936	0.939271251087193	SYNRG
767	-0.4255	-0.18	-0.30275	0.0790366009696293	0.25075257202515	HIST1H1D
768	-0.4185	-0.135	-0.27675	0.110401724728998	0.291514924061832	HMHA1
769	0.5425	0.642	0.59225	0.00794575955324088	0.121025689491493	AVEN
770	-0.00149999999999999	-0.013	-0.00724999999999999	0.940347091575336	0.961705863311195	TALDO1
771	0.5145	-0.235	0.13975	0.605323302978929	0.745326971108038	BZW2
772	0.3445	-0.062	0.14125	0.419857675911036	0.600057234468856	LTA4H
773	0.0095	-3.432	-1.71125	0.198447358546337	0.39514687144726	MYH6;MYH7
774	-0.2605	-0.456	-0.35825	0.0436120473020213	0.202151617066401	RRAS2
775	-0.1495	-0.122	-0.13575	0.226319862997492	0.422583626141741	MED4
776	0.1235	0.074	0.09875	0.354215008054225	0.543294814218368	CLTB
777	-0.4995	-0.411	-0.45525	0.0161095305699799	0.150274027531017	RBM47
778	-1.2185	-0.897	-1.05775	0.00393961136226705	0.0989428629849569	ERH
779	-0.6395	-0.564	-0.60175	0.00712982627879624	0.119487526713386	FARS2
780	0.9035	0.506	0.70475	0.0177877549376709	0.154410854208278	PAWR
781	0.0795	-0.068	0.00575	0.957601377450298	0.972639901149941	PFN1
782	4.8885	2.194	3.54125	0.0223968829593542	0.165958884991611	SAMD1
783	-0.2825	-0.083	-0.18275	0.187370119146383	0.384079558873271	HNRNPF
784	0.7545	-1.268	-0.25675	0.704921355355406	0.811473498642157	HMGN2;HMGN3
785	-0.3385	-0.481	-0.40975	0.0252854816277469	0.172234440073058	CFL1
786	-0.0315	0.12	0.04425	0.688523263393354	0.800118377902034	TIMM9
787	0.1595	0.191	0.17525	0.145123586535211	0.336948905928614	PSMG3
788	-0.6795	-0.566	-0.62275	0.0071879611427396	0.119487526713386	UPF3B
789	0.2385	0.645	0.44175	0.0613275834604688	0.229215680934995	C9ORF89
790	-0.0075	0.093	0.04275	0.680593457856554	0.795436048436257	RPS23
791	-0.3305	0.007	-0.16175	0.317408754098828	0.508162920187418	TBCD
792	-0.2395	-0.227	-0.23325	0.0789512862331543	0.25075257202515	SNRPB2
793	-0.1115	0.007	-0.05225	0.624170428418529	0.760563225739615	TRIM25
794	0.1155	-0.000999999999999994	0.05725	0.592187376880967	0.736383568734316	SOD1
795	-0.4465	-0.404	-0.42525	0.0177538551576487	0.154410854208278	SAMD9L
796	-0.2975	0.392	0.04725	0.847897773528078	0.903488331967199	NUDCD2
797	-0.1025	0.032	-0.03525	0.742721236439115	0.835421957015203	RPS6
798	-1.1605	-3.243	-2.20175	0.0399264616368296	0.19693861886832	DSC3
799	0.1445	0.226	0.18525	0.138408751118093	0.3310745065933	PDXK
800	0.0285	0.145	0.08675	0.431810528093213	0.610772415058758	GTF3C4
801	-0.0205	-0.271	-0.14575	0.300407465913041	0.490845678796187	BICD2
802	0.1015	0.245	0.17325	0.17826553016054	0.372376885224238	RPL23
803	-0.2585	-0.118	-0.18825	0.152064658449309	0.345292723856205	HIST1H1E
804	-0.2195	-0.463	-0.34125	0.0593675590515717	0.225802623444706	WIPF1
805	1.0315	0.181	0.60625	0.111191807886917	0.292712400866718	WWP2
806	-0.2045	-0.264	-0.23425	0.0816074208017801	0.255102503341462	RAB11B;RAB11A
807	0.3195	0.285	0.30225	0.0431140678206583	0.201901811027661	TYW3
808	-0.6615	-0.33	-0.49575	0.0339008852922275	0.183235981567851	HNRNPL
809	-0.7515	-0.501	-0.62625	0.0125117303848554	0.136104492273742	DNAJC13
810	-0.2605	0.274	0.00675000000000001	0.973063425739293	0.981909467087366	CAMK2G;CAMK2B
811	-0.6055	-0.364	-0.48475	0.024169216266927	0.169184513868489	HERC2
812	-0.1145	0.065	-0.02475	0.827677362369572	0.888146941355477	CISD1
813	-0.5065	-0.323	-0.41475	0.0285751983587528	0.176715042481761	PLIN3
814	-0.2775	-0.048	-0.16275	0.244535868003989	0.439870424129648	HIST1H1C;HIST1H1A
815	0.0625	-0.01	0.02625	0.79348339116475	0.865857498153243	HEXA
816	-0.2355	-0.161	-0.19825	0.119502887066443	0.302201766678399	TMEM63A
817	-0.1495	-0.13	-0.13975	0.215301559669895	0.412543571951368	CAPN2
818	-1.1175	-1.276	-1.19675	0.00125981074032419	0.0714616782011478	TDRD3
819	0.0475	-0.177	-0.06475	0.603427551544898	0.743827892312745	ADD1
820	0.0375	0.093	0.06525	0.523760324028696	0.686894861298011	GRWD1
821	-0.0525	-0.076	-0.06425	0.52425319049219	0.686894861298011	IKBKG
822	0.9405	0.618	0.77925	0.00952276012825082	0.126678042057047	UBTF
823	0.0475	0.121	0.08425	0.426492222747558	0.606902860224682	MDH1
824	-0.7025	-0.228	-0.46525	0.0697052741042533	0.238531899070687	SCARB2
825	-1.2875	-0.66	-0.97375	0.0184440119653629	0.156167565024387	SRRM2
826	0.4735	-0.037	0.21825	0.306988751584538	0.497288524230985	GPRIN3
827	-0.0315	-0.00899999999999999	-0.02025	0.835359394471646	0.893766636686736	PSMB9
828	0.0815	0.212	0.14675	0.228743188160623	0.424458595063988	S100A11
829	0.3875	-0.077	0.15525	0.418466645250727	0.59884961412566	CIAPIN1
830	0.0565	0.025	0.04075	0.680270410850813	0.795341027611647	PSMG4
831	-0.2825	-0.142	-0.21225	0.120181368454466	0.302213849985403	PSMB2
832	-0.8515	0.091	-0.38025	0.291188390590574	0.48328336612618	LGALS3
833	0.0585	-0.105	-0.02325	0.834123636814742	0.893025305929223	SUPT5H
834	0.7365	0.717	0.72675	0.00379678873270516	0.0989428629849569	ERAL1
835	-0.6865	-0.316	-0.50125	0.0389146703711951	0.194731256926483	ZC3H11A
836	-0.0545	-0.11	-0.08225	0.431164828715846	0.610528056872094	MSN
837	0.5395	0.542	0.54075	0.0088360622666164	0.125591817390289	PI4K2B
838	-0.0455	-0.062	-0.05375	0.589545465188031	0.734977105141577	BZW1
839	-1.5715	-0.819	-1.19525	0.0160089553400613	0.150055450338467	EDC4
840	0.0435	-0.112	-0.03425	0.756217650284234	0.843330987741866	ANXA11
841	0.1665	0.071	0.11875	0.294055068096944	0.484932919317767	PSMD2
842	0.8845	0.698	0.79125	0.00479380038241397	0.106427624122557	RIPK1
843	-0.1675	0.36	0.09625	0.634043558866491	0.764091590450375	PDF
844	-0.1435	0.156	0.00625000000000001	0.963809823775674	0.976095976469795	POLR3B
845	-2.2125	-1.812	-2.01225	0.000868656927344518	0.0539222885087446	PRRC2C
846	-0.4885	-0.161	-0.32475	0.0919360620030208	0.266536742392633	SPCS3
847	1.7065	0.302	1.00425	0.102542687759058	0.285177889034067	BOP1;KM-PA-2
848	-1.0265	-0.503	-0.76475	0.0240555323295613	0.169184513868489	GFRA1
849	0.3835	0.356	0.36975	0.0254608808031971	0.172371788820813	SCO2
850	-0.1285	0.102	-0.01325	0.914087782846924	0.945707171561755	CYFIP1
851	-0.4805	-0.194	-0.33725	0.0722959155220992	0.242213403327603	STON2
852	-0.0695	0.133	0.03175	0.788012790877858	0.86303664513587	RPL36A
853	-0.1815	-0.08	-0.13075	0.259095042171726	0.453696717664696	UQCRQ
854	0.0875	-0.207	-0.05975	0.667248870250095	0.78633353664815	STK38L
855	0.0835	-0.1	-0.00824999999999999	0.942273895064379	0.962758110174474	DLD
856	-0.3625	-0.465	-0.41375	0.0216908098967513	0.163154188900563	MMTAG2
857	0.0615	0.03	0.04575	0.644952772775191	0.769918222942807	CBX3
858	-1.4125	-0.928	-1.17025	0.0062742602103586	0.118651516149724	BCLAF1
859	0.0515	-0.193	-0.07075	0.583930803274821	0.731581242488256	TIMM44
860	-0.7265	-0.419	-0.57275	0.0208103781284001	0.161279756864937	DSG2
861	-0.1045	-0.039	-0.07175	0.489183184981944	0.658977311858478	RPL23A
862	0.1655	0.172	0.16875	0.154311991188173	0.346410393458846	GTF3C3
863	0.2445	0.048	0.14625	0.264862567917183	0.457186699080552	PAFAH1B2
864	0.0505	-0.044	0.00325000000000001	0.974478514427173	0.982240904554351	DNAJC9
865	-0.4125	-0.296	-0.35425	0.0340083480181953	0.18342207373748	HNRNPK
866	0.2895	0.028	0.15875	0.274089630824861	0.466505372692081	UBE2J1
867	-0.2195	-0.167	-0.19325	0.122029633789147	0.304149617550223	UBA1
868	0.3975	0.497	0.44725	0.0174162482573071	0.154410854208278	TUFM
869	0.0945	-0.311	-0.10825	0.525866707830887	0.688186741751639	NSFL1C
870	-0.2765	-0.172	-0.22425	0.0978818093208392	0.279194026691825	PSMA6
871	-1.3725	-0.989	-1.18075	0.00386161213968838	0.0989428629849569	TRA2B
872	-1.2135	-3.078	-2.14575	0.0323341376367459	0.182313671893567	DSC1
873	-0.0975	-0.329	-0.21325	0.155688101592324	0.347499222685716	FBL
874	-0.7405	-0.674	-0.70725	0.00438730954176346	0.104125829362508	EIF2C2
875	-0.2785	-0.184	-0.23125	0.089530903780418	0.26441004216834	ATP5I
876	-0.1945	-0.137	-0.16575	0.165019543694671	0.359307940936776	RAB1A
877	0.1075	0.034	0.07075	0.497132865102313	0.665676486034437	ASCC2
878	-0.0725	0.096	0.01175	0.916059545620394	0.946259310860627	RPL17
879	0.3325	0.369	0.35075	0.0295086246685897	0.178462086690551	PARS2
880	-0.1975	-0.107	-0.15225	0.20052929191109	0.39694364587143	HSPE1
881	0.1245	-0.00199999999999999	0.06125	0.572348768340774	0.724567172876158	GDI2
882	0.0215	0.058	0.03975	0.688023107963001	0.800118377902034	FAU
883	0.1275	0.543	0.33525	0.116824685481964	0.299549059168118	UBLCP1
884	0.0295	0.227	0.12825	0.317189015583849	0.508058355049105	PHKB
885	-0.9615	-0.67	-0.81575	0.0072044731551292	0.119487526713386	ZCCHC3
886	0.0555	0.184	0.11975	0.305389805069967	0.495074471588299	KIF23
887	-0.1125	-0.18	-0.14625	0.207608751759568	0.403581223092338	MKI67IP
888	0.1005	0.181	0.14075	0.22463240831442	0.420387157767032	CHCHD3
889	-0.4305	-0.076	-0.25325	0.165924614019123	0.360562734559388	AHCYL1;AHCYL2
890	-2.0535	-4.247	-3.15025	0.0177616674026258	0.154410854208278	HAL
891	-0.2585	-0.069	-0.16375	0.21929772653057	0.415544103388962	SDC1
892	0.0465	-0.015	0.01575	0.873678486672099	0.921282763189489	XPNPEP1
893	-0.2785	0.065	-0.10675	0.491507626570116	0.660563762833204	RAB3GAP2
894	-0.1525	-0.357	-0.25475	0.0998106827647499	0.281880073347573	12:00 AM
895	-1.3035	0.427	-0.43825	0.468222340829897	0.642546987166848	WDR37
896	-1.2165	-1.227	-1.22175	0.000815117741982701	0.0515718725215978	CNOT1
897	-0.3785	-0.755	-0.56675	0.0290810522387067	0.177179003454342	SVIP
898	-0.4765	-0.044	-0.26025	0.197554252382036	0.394150085104243	PDE4DIP
899	-1.2325	-0.85	-1.04125	0.00553352165007119	0.112378310053915	SRSF7
900	0.8355	1.112	0.97375	0.00401751261650234	0.0989428629849569	WDR92
901	0.1775	0.192	0.18475	0.129779441222219	0.316981708701634	RPLP0;RPLP0P6
902	-0.2295	-0.113	-0.17125	0.171406849139418	0.365688293714598	HNRNPUL1
903	0.0795	-0.202	-0.06125	0.652882484196178	0.777041129214878	GOLGA7
904	-0.6145	-0.138	-0.37625	0.112005911628231	0.293391281255477	AKAP9
905	0.3625	0.204	0.28325	0.0673973009366292	0.236638439674665	GBE1
906	0.5595	0.278	0.41875	0.0420258131706358	0.20038394975564	KDM1A
907	-0.0475	-0.107	-0.07725	0.457835738417163	0.635292947866919	NUDT5
908	0.2555	-0.047	0.10425	0.473397222398017	0.645452491375663	GTF2F2
909	-0.2265	-0.443	-0.33475	0.0559123905452842	0.221486096790464	GMPR2;GMPR
910	0.6085	-0.083	0.26275	0.330095622436761	0.519624209481791	TSC22D4
911	0.3145	-0.969	-0.32725	0.470123416448884	0.643797680536215	DYNLT3
912	-0.0805	-0.362	-0.22125	0.169644925177041	0.365578913795023	NOP56
913	0.2245	0.289	0.25675	0.0666429533885343	0.236012181537436	RPL4
914	-0.2225	-0.157	-0.18975	0.128761822346532	0.314963862840215	LETM1
915	-0.7955	-0.162	-0.47875	0.10731567548206	0.288647050606668	LMNA
916	0.2285	0.222	0.22525	0.085258373927705	0.259448234240855	RPL13A
917	-0.4865	-0.19	-0.33825	0.0746485122880367	0.246085776981604	CHERP
918	-0.1975	0.139	-0.02925	0.842417457952362	0.89985501190366	RAD23A
919	1.3105	-0.122	0.59425	0.27017649467937	0.462552467821782	WIBG
920	0.0595	-0.197	-0.06875	0.601008310243457	0.741922114971274	KIDINS220
921	-0.7655	-0.832	-0.79875	0.0030769947237438	0.0972877917041827	ATP6V0D1
922	-0.1265	-0.052	-0.08925	0.403023200526616	0.586411853899606	TOR1AIP1
923	-0.3445	0.004	-0.17025	0.304230708177567	0.494037033516385	SLC4A1AP
924	0.0935	0.045	0.06925	0.498998138099413	0.666817170733984	WASF2
925	0.1045	-0.07	0.01725	0.878241847355602	0.924908987772065	IARS2
926	-0.0325	0.503	0.23525	0.291570466980243	0.48328336612618	VPS33A
927	0.0815	0.025	0.05325	0.598544637745623	0.740305209843271	MT-ATP8
928	-0.4905	-0.368	-0.42925	0.0208705524827667	0.161279756864937	EIF3D
929	-0.0975	-0.276	-0.18675	0.170350522815331	0.365635749292689	PTCD1
930	0.0475	-0.03	0.00874999999999999	0.930341920255296	0.954100836338718	NFATC2IP
931	-0.1375	-0.118	-0.12775	0.247711212765297	0.44291841847708	IPO7
932	-0.0455	-0.18	-0.11275	0.332761672162741	0.52207243748947	COMMD4
933	-2.6575	-3.068	-2.86275	0.000317612112443357	0.034603301593701	ARG1
934	0.1595	-0.014	0.07275	0.532120451578788	0.693785967385552	AP1M1
935	0.5275	-0.164	0.18175	0.481253620210119	0.652110547978292	CHRAC1
936	-0.5645	-0.261	-0.41275	0.0477925207587295	0.20894410396672	ACACA
937	0.0495	0.016	0.03275	0.739274483110027	0.833640997500128	FAM111B
938	0.1635	0.477	0.32025	0.0900131699231483	0.264413686649248	TNS3
939	0.0045	0.199	0.10175	0.410432537610617	0.590995915281446	RACGAP1
940	-0.0625	1.058	0.49775	0.249084175043634	0.443925750754906	HLTF
941	0.2455	0.235	0.24025	0.0737630208992261	0.245022088335997	RPL10A
942	-0.0925	-0.125	-0.10875	0.31174812124506	0.502770254360906	YWHAE
943	-0.0815	-0.106	-0.09375	0.371355586209306	0.55788122311809	SCNM1
944	0.0595	0.137	0.09825	0.364300567980218	0.550564258908839	AAK1
945	-0.1015	-0.145	-0.12325	0.264451601972457	0.456956812231818	UBA2
946	0.9145	0.485	0.69975	0.0208370976411069	0.161279756864937	MYL6B
947	0.0405	-0.011	0.01475	0.880871767142697	0.926196265228339	RPL24
948	0.8535	0.168	0.51075	0.107532032191642	0.28868552843728	RASSF2;RASSF4
949	-0.00949999999999999	-0.093	-0.05125	0.618576668681446	0.755425850022999	SCYL1
950	-1.3095	-0.944	-1.12675	0.00405996550242224	0.0989428629849569	THRAP3
951	-0.3415	-0.234	-0.28775	0.0557427126525033	0.221486096790464	VARS
952	-0.5775	0.231	-0.17325	0.552092983129836	0.708418843407628	CHMP1A
953	-0.6065	-0.554	-0.58025	0.00755597113118601	0.119487526713386	HNRNPC;HNRNPCL1
954	0.2815	0.001	0.14125	0.333377647259735	0.522789542175657	ARL2
955	0.0785	-0.262	-0.09175	0.548031863005781	0.705961170434228	NDUFB3
956	0.1565	0.289	0.22275	0.10644400517292	0.287906954950433	SH3GLB1
957	-0.0845	-0.333	-0.20875	0.170481835688445	0.365635749292689	ENOPH1
958	-0.0845	0.036	-0.02425	0.817371294735247	0.881792133123346	USO1
959	-0.1605	-0.035	-0.09775	0.386913797473735	0.572288296919682	RPS9
960	0.0065	0.512	0.25925	0.237928872815242	0.435364845140237	COMMD6
961	0.0335	0.166	0.09975	0.382122440763978	0.56924356561039	CDK2
962	-0.5275	0	-0.26375	0.243395606876709	0.439742749381863	YTHDC2
963	0.2085	0.123	0.16575	0.171605154489282	0.365688293714598	SCAMP3
964	0.8545	0.765	0.80975	0.00312676248864743	0.0972877917041827	MYL3;MYL1
965	0.1205	0.093	0.10675	0.318542687788137	0.508987587577936	RPL34
966	-0.0255	-0.048	-0.03675	0.708597724954605	0.814288966663435	RPS11
967	0.2715	0.165	0.21825	0.104196714253539	0.285672658245119	FKBP2
968	0.0795	-0.131	-0.02575	0.829103919399619	0.889387640960139	MRPL23
969	0.2175	0.529	0.37325	0.0629724435971077	0.232263833446731	CCL3;CCL3L1
970	2.9575	2.632	2.79475	0.000224160120172044	0.034603301593701	COPS7A
971	-0.1965	0.241	0.02225	0.897700428784582	0.93551929385533	UBE4B
972	-0.2425	-0.051	-0.14675	0.260608692372537	0.454132731941551	RBM39
973	-0.0595	-0.052	-0.05575	0.576092163150537	0.727264521643705	GNL3
974	-0.1845	-0.519	-0.35175	0.0790094648990837	0.25075257202515	DAPK3
975	0.3245	0.284	0.30425	0.0426773802691157	0.201901811027661	ATPIF1
976	-0.2275	-0.005	-0.11625	0.373752905842486	0.560203672082814	KIF2A
977	0.5405	0.323	0.43175	0.0295782001002272	0.178554639137151	LIMD1
978	0.1295	-0.022	0.05375	0.628717051663165	0.762994872730289	MANF
979	-0.4365	-0.324	-0.38025	0.0279477829233265	0.175079485073226	SNRPA1
980	-0.5665	-0.352	-0.45925	0.0248153174181867	0.171158059341372	YTHDF2
981	-0.5385	-0.458	-0.49825	0.0123007954314593	0.13489872323167	EIF3F
982	-0.4795	0.007	-0.23625	0.262062634356009	0.454599679935162	NUP160
983	0.1285	-0.022	0.05325	0.631330727614892	0.763912502336519	PPIB
984	-0.3585	-1.383	-0.87075	0.07281155051002	0.243125125631445	THAP11
985	-0.0715	0.035	-0.01825	0.85956124654096	0.911655867543442	PNO1
986	-0.3215	-0.573	-0.44725	0.0312151404336377	0.180605701992661	DOCK2
987	-1.6105	-0.918	-1.26425	0.0112428699911282	0.133218130532138	IGKC
988	-0.0515	0.07	0.00925	0.92958979592403	0.954071678276236	PAPSS1
989	0.0295	-0.098	-0.03425	0.747547587041169	0.83854362601714	PRC1
990	-0.0525	0.148	0.04775	0.68751060010435	0.800109612431309	METTL11A
991	-0.0255	-0.08	-0.05275	0.601387903595424	0.741922114971274	USP14
992	0.0355	0.114	0.07475	0.476855924656234	0.648823818080649	TPI1
993	-0.0135	-0.06	-0.03675	0.711115276419756	0.815749393103556	GSTO1
994	0.0545	0.141	0.09775	0.369642416993116	0.555815151694402	EXOSC5
995	0.0625	0.337	0.19975	0.198668244687986	0.39517444076389	MGEA5
996	-0.1035	-0.088	-0.09575	0.361795595400204	0.549288190524536	SPCS2
997	0.0285	0.00600000000000001	0.01725	0.859319594884768	0.911655867543442	RPS26;RPS26P11
998	0.5365	-0.092	0.22225	0.366154129344658	0.552337040597857	TTC4
999	-0.5895	-0.237	-0.41325	0.0582205866806953	0.225250873217252	SMC2
1000	-0.2755	-0.136	-0.20575	0.127628757628253	0.313012004738494	PTGES2
1001	-0.4495	-1.702	-1.07575	0.068981287187071	0.237835762904801	GRIPAP1
1002	-0.0245	-0.121	-0.07275	0.494266318362541	0.663187678390196	YWHAB
1003	-1.9345	-1.269	-1.60175	0.00520751103151591	0.108983714767757	SFPQ
1004	0.0285	-1.189	-0.58025	0.221674628755396	0.418403394935487	PEX11B
1005	0.1575	0.182	0.16975	0.153524017979029	0.345954807637674	STRAP
1006	2.8525	2.535	2.69375	0.000240427263551048	0.034603301593701	COPS2
