From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
Q6ZN96	Q6ZN96	unreviewed	Q6ZN96_HUMAN	cDNA FLJ16308 fis, clone PUAEN2006335		Homo sapiens (Human)	568
F5H3A6	F5H3A6		F5H3A6_HUMAN	deleted			
Q6P2J4	Q9HBG7	reviewed	LY9_HUMAN	T-lymphocyte surface antigen Ly-9 (Cell surface molecule Ly-9) (Lymphocyte antigen 9) (SLAM family member 3) (SLAMF3) (Signaling lymphocytic activation molecule 3) (CD antigen CD229)	LY9 CDABP0070	Homo sapiens (Human)	655
F5GY43	F5GY43		F5GY43_HUMAN	deleted			
A6NED0	O43708	reviewed	MAAI_HUMAN	Maleylacetoacetate isomerase (MAAI) (EC 5.2.1.2) (GSTZ1-1) (Glutathione S-transferase zeta 1) (EC 2.5.1.18)	GSTZ1 MAAI	Homo sapiens (Human)	216
C9J721	C9J721		C9J721_HUMAN	deleted			
P01243	P0DML2	reviewed	CSH1_HUMAN	Chorionic somatomammotropin hormone 1 (Choriomammotropin) (Lactogen) (Placental lactogen) (PL)	CSH1	Homo sapiens (Human)	217
P01243	P0DML3	reviewed	CSH2_HUMAN	Chorionic somatomammotropin hormone 2 (Choriomammotropin) (Lactogen) (Placental lactogen) (PL)	CSH2	Homo sapiens (Human)	217
Q13465	Q03112	reviewed	MECOM_HUMAN	Histone-lysine N-methyltransferase MECOM (EC 2.1.1.367) (Ecotropic virus integration site 1 protein homolog) (EVI-1) (MDS1 and EVI1 complex locus protein) (Myelodysplasia syndrome 1 protein) (Myelodysplasia syndrome-associated protein 1)	MECOM EVI1 MDS1 PRDM3	Homo sapiens (Human)	1230
Q8WV35	Q8WV35		LRC29_HUMAN	deleted			
Q96BK0	Q9H2B4	reviewed	S26A1_HUMAN	Sulfate anion transporter 1 (SAT-1) (Solute carrier family 26 member 1)	SLC26A1 SAT1	Homo sapiens (Human)	701
Q8N1F1	Q8N1F1		C1AS1_HUMAN	deleted			
P30042	P0DPI2	reviewed	GAL3A_HUMAN	Glutamine amidotransferase-like class 1 domain-containing protein 3, mitochondrial	GATD3 C21orf33 GATD3A	Homo sapiens (Human)	268
P30042	A0A0B4J2D5	reviewed	GAL3B_HUMAN	Putative glutamine amidotransferase-like class 1 domain-containing protein 3B, mitochondrial (Keio novel protein-I) (KNP-I) (Protein GT335) (Protein HES1)	GATD3B HES1 KNPI	Homo sapiens (Human)	268
Q9BWR0	Q14773	reviewed	ICAM4_HUMAN	Intercellular adhesion molecule 4 (ICAM-4) (Landsteiner-Wiener blood group glycoprotein) (LW blood group protein) (CD antigen CD242)	ICAM4 LW	Homo sapiens (Human)	271
Q6ZMH6	Q9BXJ1	reviewed	C1QT1_HUMAN	Complement C1q tumor necrosis factor-related protein 1 (G protein-coupled receptor-interacting protein) (GIP)	C1QTNF1 CTRP1 UNQ310/PRO353	Homo sapiens (Human)	281
P50224	P0DMM9	reviewed	ST1A3_HUMAN	Sulfotransferase 1A3 (ST1A3) (EC 2.8.2.1) (Aryl sulfotransferase 1A3/1A4) (Catecholamine-sulfating phenol sulfotransferase) (HAST3) (M-PST) (Monoamine-sulfating phenol sulfotransferase) (Placental estrogen sulfotransferase) (Sulfotransferase 1A3/1A4) (Sulfotransferase, monoamine-preferring) (Thermolabile phenol sulfotransferase) (TL-PST)	SULT1A3 STM	Homo sapiens (Human)	295
P50224	P0DMN0	reviewed	ST1A4_HUMAN	Sulfotransferase 1A4 (ST1A4) (EC 2.8.2.1) (Aryl sulfotransferase 1A3/1A4) (Sulfotransferase 1A3/1A4)	SULT1A4	Homo sapiens (Human)	295
Q96C84	Q9UL58	reviewed	ZN215_HUMAN	Zinc finger protein 215 (BWSCR2-associated zinc finger protein 2) (BAZ-2) (Zinc finger protein with KRAB and SCAN domains 11)	ZNF215 BAZ2 ZKSCAN11	Homo sapiens (Human)	517
Q6IBG9	Q99685	reviewed	MGLL_HUMAN	Monoglyceride lipase (MGL) (EC 3.1.1.23) (HU-K5) (Lysophospholipase homolog) (Lysophospholipase-like) (Monoacylglycerol lipase) (MAGL)	MGLL	Homo sapiens (Human)	303
E9PBU5	E9PBU5		E9PBU5_HUMAN	deleted			
F5H6W0	Q8NFZ3	reviewed	NLGNY_HUMAN	Neuroligin-4, Y-linked (Neuroligin Y)	NLGN4Y KIAA0951	Homo sapiens (Human)	816
Q8MGR0	P09326	reviewed	CD48_HUMAN	CD48 antigen (B-lymphocyte activation marker BLAST-1) (BCM1 surface antigen) (Leukocyte antigen MEM-102) (SLAM family member 2) (SLAMF2) (Signaling lymphocytic activation molecule 2) (TCT.1) (CD antigen CD48)	CD48 BCM1 BLAST1	Homo sapiens (Human)	243
B3KPE7	Q9BXK5	reviewed	B2L13_HUMAN	Bcl-2-like protein 13 (Bcl2-L-13) (Bcl-rambo) (Protein Mil1)	BCL2L13 MIL1 CD003	Homo sapiens (Human)	485
E7EQH9	E7EQH9		E7EQH9_HUMAN	deleted			
Q6NT09	Q9UBX8	reviewed	B4GT6_HUMAN	Beta-1,4-galactosyltransferase 6 (Beta-1,4-GalTase 6) (Beta4Gal-T6) (b4Gal-T6) (EC 2.4.1.-) (Glucosylceramide beta-1,4-galactosyltransferase) (EC 2.4.1.274) (Lactosylceramide synthase) (LacCer synthase) (UDP-Gal:beta-GlcNAc beta-1,4-galactosyltransferase 6) (UDP-Gal:glucosylceramide beta-1,4-galactosyltransferase) (UDP-galactose:beta-N-acetylglucosamine beta-1,4-galactosyltransferase 6)	B4GALT6	Homo sapiens (Human)	382
B4E1E6	Q99952	reviewed	PTN18_HUMAN	Tyrosine-protein phosphatase non-receptor type 18 (EC 3.1.3.48) (Brain-derived phosphatase)	PTPN18 BDP1	Homo sapiens (Human)	460
A4FUP2	P28347	reviewed	TEAD1_HUMAN	Transcriptional enhancer factor TEF-1 (NTEF-1) (Protein GT-IIC) (TEA domain family member 1) (TEAD-1) (Transcription factor 13) (TCF-13)	TEAD1 TCF13 TEF1	Homo sapiens (Human)	426
Q6IST4	P43626	reviewed	KI2L1_HUMAN	Killer cell immunoglobulin-like receptor 2DL1 (CD158 antigen-like family member A) (Natural killer-associated transcript 1) (NKAT-1) (p58 natural killer cell receptor clones CL-42/47.11) (p58 NK receptor CL-42/47.11) (p58.1 MHC class-I-specific NK receptor) (CD antigen CD158a)	KIR2DL1 CD158A NKAT1	Homo sapiens (Human)	348
Q06430	Q8N0V5	reviewed	GNT2A_HUMAN	N-acetyllactosaminide beta-1,6-N-acetylglucosaminyl-transferase (N-acetylglucosaminyltransferase) (EC 2.4.1.150) (I-branching enzyme) (IGNT)	GCNT2 GCNT5 II NACGT1	Homo sapiens (Human)	402
A8MX64	Q6XPS3	reviewed	TPTE2_HUMAN	Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase TPTE2 (EC 3.1.3.67) (Lipid phosphatase TPIP) (TPTE and PTEN homologous inositol lipid phosphatase)	TPTE2 TPIP	Homo sapiens (Human)	522
D3YTB6	D3YTB6		D3YTB6_HUMAN	deleted			
F6QF33	F6QF33		F6QF33_HUMAN	deleted			
Q8IVB3	P22732	reviewed	GTR5_HUMAN	Solute carrier family 2, facilitated glucose transporter member 5 (Fructose transporter) (Glucose transporter type 5, small intestine) (GLUT-5)	SLC2A5 GLUT5	Homo sapiens (Human)	501
Q495Y1	Q9HB55	reviewed	CP343_HUMAN	Cytochrome P450 3A43 (EC 1.14.14.1)	CYP3A43	Homo sapiens (Human)	503
A6ND58	P58658	reviewed	EVA1C_HUMAN	Protein eva-1 homolog C (Protein FAM176C) (SUE21)	EVA1C C21orf63 C21orf64 FAM176C PRED34 UNQ2504/PRO5993	Homo sapiens (Human)	441
P62158	P0DP25	reviewed	CALM3_HUMAN	Calmodulin-3	CALM3 CALML2 CAM3 CAMC CAMIII	Homo sapiens (Human)	149
P62158	P0DP23	reviewed	CALM1_HUMAN	Calmodulin-1	CALM1 CALM CAM CAM1	Homo sapiens (Human)	149
P62158	P0DP24	reviewed	CALM2_HUMAN	Calmodulin-2	CALM2 CAM2 CAMB	Homo sapiens (Human)	149
F5H856	F5H856		F5H856_HUMAN	deleted			
B4DLE8	Q68DQ2	reviewed	CRBG3_HUMAN	Very large A-kinase anchor protein (vlAKAP) (Beta/gamma crystallin domain-containing protein 3)	CRYBG3	Homo sapiens (Human)	2970
E9PL24	Q5VU43	reviewed	MYOME_HUMAN	Myomegalin (Cardiomyopathy-associated protein 2) (Phosphodiesterase 4D-interacting protein)	PDE4DIP CMYA2 KIAA0454 KIAA0477 MMGL	Homo sapiens (Human)	2346
Q70I54	O76041	reviewed	NEBL_HUMAN	Nebulette (Actin-binding Z-disk protein)	NEBL C10orf113 LNEBL	Homo sapiens (Human)	1014
B4DKK4	O75541	reviewed	ZN821_HUMAN	Zinc finger protein 821	ZNF821	Homo sapiens (Human)	412
E9PAU2	E9PAU2		E9PAU2_HUMAN	deleted			
F5H5R7	F5H5R7		F5H5R7_HUMAN	deleted			
B5MDA4	O75864	reviewed	PPR37_HUMAN	Protein phosphatase 1 regulatory subunit 37 (Leucine-rich repeat-containing protein 68)	PPP1R37 KIAA1986 LRRC68	Homo sapiens (Human)	691
Q3I768	Q7L804	reviewed	RFIP2_HUMAN	Rab11 family-interacting protein 2 (Rab11-FIP2) (NRip11)	RAB11FIP2 KIAA0941	Homo sapiens (Human)	512
B2CI53	Q9Y6M7	reviewed	S4A7_HUMAN	Sodium bicarbonate cotransporter 3 (Electroneutral Na/HCO(3) cotransporter) (Sodium bicarbonate cotransporter 2) (Sodium bicarbonate cotransporter 2b) (Bicarbonate transporter) (Solute carrier family 4 member 7)	SLC4A7 BT NBC2 NBC2B NBC3 NBCn1 SBC2 SLC4A6	Homo sapiens (Human)	1214
E9PBV3	Q6UWP8	reviewed	SBSN_HUMAN	Suprabasin	SBSN UNQ698/PRO1343	Homo sapiens (Human)	590
B0LM41	Q96PK6	reviewed	RBM14_HUMAN	RNA-binding protein 14 (Paraspeckle protein 2) (PSP2) (RNA-binding motif protein 14) (RRM-containing coactivator activator/modulator) (Synaptotagmin-interacting protein) (SYT-interacting protein)	RBM14 SIP	Homo sapiens (Human)	669
Q5SP12	Q5SP12		Q5SP12_HUMAN	deleted			
C9J9J2	Q6ZMS7	reviewed	ZN783_HUMAN	Zinc finger protein 783	ZNF783	Homo sapiens (Human)	546
E7ERJ1	Q15811	reviewed	ITSN1_HUMAN	Intersectin-1 (SH3 domain-containing protein 1A) (SH3P17)	ITSN1 ITSN SH3D1A	Homo sapiens (Human)	1721
P10314	P04439	reviewed	HLAA_HUMAN	HLA class I histocompatibility antigen, A alpha chain (Human leukocyte antigen A) (HLA-A)	HLA-A HLAA	Homo sapiens (Human)	365
Q5SNT6	Q641Q2	reviewed	WAC2A_HUMAN	WASH complex subunit 2A	WASHC2A FAM21A FAM21B	Homo sapiens (Human)	1341
Q6ZU11	Q86YA3	reviewed	ZGRF1_HUMAN	Protein ZGRF1 (GRF-type zinc finger domain-containing protein 1)	ZGRF1 C4orf21	Homo sapiens (Human)	2104
F5GWF2	F5GWF2		F5GWF2_HUMAN	deleted			
F5H0Y5	F5H0Y5		F5H0Y5_HUMAN	deleted			
E9PJD7	P0DTL6	reviewed	ZTRF1_HUMAN	Zinc finger TRAF-type-containing protein 1 (Cysteine and histidine-rich protein 1)	ZFTRAF1 CYHR1 KIAA0496	Homo sapiens (Human)	404
E7ETE0	B3KW44	unreviewed	B3KW44_HUMAN	tRNA N(3)-methylcytidine methyltransferase (EC 2.1.1.-)	METTL8 FLJ13984 hCG_2004932	Homo sapiens (Human)	407
F5H1R7	F5H1R7		F5H1R7_HUMAN	deleted			
Q8N655	Q96JN0	reviewed	LCOR_HUMAN	Ligand-dependent corepressor (LCoR) (Mblk1-related protein 2)	LCOR C10orf12 KIAA1795 MLR2	Homo sapiens (Human)	433
E5RFB8	Q96GP6	reviewed	SREC2_HUMAN	Scavenger receptor class F member 2 (SRECRP-1) (Scavenger receptor expressed by endothelial cells 2 protein) (SREC-II)	SCARF2 SREC2 SREPCR	Homo sapiens (Human)	871
P08107	P0DMV8	reviewed	HS71A_HUMAN	Heat shock 70 kDa protein 1A (Heat shock 70 kDa protein 1) (HSP70-1) (HSP70.1)	HSPA1A HSP72 HSPA1 HSX70	Homo sapiens (Human)	641
P08107	P0DMV9	reviewed	HS71B_HUMAN	Heat shock 70 kDa protein 1B (Heat shock 70 kDa protein 2) (HSP70-2) (HSP70.2)	HSPA1B HSP72	Homo sapiens (Human)	641
A6NKF9	P0CG08	reviewed	GPHRB_HUMAN	Golgi pH regulator B (Protein GPR89B)	GPR89B GPHRB GPR89C HSPC201	Homo sapiens (Human)	455
E7EN22	O94966	reviewed	UBP19_HUMAN	Ubiquitin carboxyl-terminal hydrolase 19 (EC 3.4.19.12) (Deubiquitinating enzyme 19) (Ubiquitin thioesterase 19) (Ubiquitin-specific-processing protease 19) (Zinc finger MYND domain-containing protein 9)	USP19 KIAA0891 ZMYND9	Homo sapiens (Human)	1318
B4DTU0	Q13740	reviewed	CD166_HUMAN	CD166 antigen (Activated leukocyte cell adhesion molecule) (CD antigen CD166)	ALCAM MEMD	Homo sapiens (Human)	583
B4DLA9	Q5QNW6	reviewed	H2B2F_HUMAN	Histone H2B type 2-F (H2B-clustered histone 18)	H2BC18 HIST2H2BF	Homo sapiens (Human)	126
Q9HA26	Q8TEQ0	reviewed	SNX29_HUMAN	Sorting nexin-29 (RUN domain-containing protein 2A)	SNX29 RUNDC2A	Homo sapiens (Human)	813
C9JCP4	Q63HN8	reviewed	RN213_HUMAN	E3 ubiquitin-protein ligase RNF213 (EC 2.3.2.27) (EC 3.6.4.-) (ALK lymphoma oligomerization partner on chromosome 17) (E3 ubiquitin-lipopolysaccharide ligase RNF213) (EC 2.3.2.-) (Mysterin) (RING finger protein 213)	RNF213 ALO17 C17orf27 KIAA1554 KIAA1618 MYSTR	Homo sapiens (Human)	5207
Q68DN6	P0DJD0	reviewed	RGPD1_HUMAN	RANBP2-like and GRIP domain-containing protein 1 (Ran-binding protein 2-like 6) (RanBP2-like 6) (RanBP2L6)	RGPD1 RANBP2L6 RGP1	Homo sapiens (Human)	1748
Q68DN6	P0DJD1	reviewed	RGPD2_HUMAN	RANBP2-like and GRIP domain-containing protein 2 (Ran-binding protein 2-like 2) (RanBP2-like 2) (RanBP2L2)	RGPD2 RANBP2L2 RGP2	Homo sapiens (Human)	1756
Q99867	Q99867		TBB4Q_HUMAN	deleted			
P01892	P04439	reviewed	HLAA_HUMAN	HLA class I histocompatibility antigen, A alpha chain (Human leukocyte antigen A) (HLA-A)	HLA-A HLAA	Homo sapiens (Human)	365
E7EQZ3	E7EQZ3		E7EQZ3_HUMAN	deleted			
C9JK41	C9JK41		C9JK41_HUMAN	deleted			
E9PD21	E9PD21		E9PD21_HUMAN	deleted			
A6NCE0	A6NCE0		A6NCE0_HUMAN	deleted			
Q4TT42	Q4TT42		Q4TT42_HUMAN	deleted			
B0UZ92	B0UZ92		B0UZ92_HUMAN	deleted			
C9JP52	Q92609	reviewed	TBCD5_HUMAN	TBC1 domain family member 5	TBC1D5 KIAA0210	Homo sapiens (Human)	795
E7EVN5	E7EVN5		E7EVN5_HUMAN	deleted			
B0S7Y6	B0S7Y6		B0S7Y6_HUMAN	deleted			
A8MUS2	A8MUS2		A8MUS2_HUMAN	deleted			
P0CG05	P0DOY2	reviewed	IGLC2_HUMAN	Immunoglobulin lambda constant 2 (Ig lambda chain C region Kern) (Ig lambda chain C region NIG-64) (Ig lambda chain C region SH) (Ig lambda chain C region X) (Ig lambda-2 chain C region)	IGLC2	Homo sapiens (Human)	106
P0CG05	P0DOY3	reviewed	IGLC3_HUMAN	Immunoglobulin lambda constant 3 (Ig lambda chain C region DOT) (Ig lambda chain C region NEWM) (Ig lambda-3 chain C regions)	IGLC3	Homo sapiens (Human)	106
E9PAL9	Q9H857	reviewed	NT5D2_HUMAN	5'-nucleotidase domain-containing protein 2 (EC 3.1.3.-)	NT5DC2	Homo sapiens (Human)	520
P13761	P01911	reviewed	DRB1_HUMAN	HLA class II histocompatibility antigen, DRB1 beta chain (Human leukocyte antigen DRB1) (HLA-DRB1)	HLA-DRB1	Homo sapiens (Human)	266
A8MWS1	A8MWS1		KI3P1_HUMAN	deleted			
P01891	P04439	reviewed	HLAA_HUMAN	HLA class I histocompatibility antigen, A alpha chain (Human leukocyte antigen A) (HLA-A)	HLA-A HLAA	Homo sapiens (Human)	365
Q3LFD5	Q3LFD5		UBP41_HUMAN	deleted			
C9JBZ0	C9JBZ0		C9JBZ0_HUMAN	deleted			
B9ZVM9	B9ZVM9		TCP2L_HUMAN	deleted			
B3KUP4	B3KUP4	unreviewed	B3KUP4_HUMAN	cDNA FLJ40347 fis, clone TESTI2033254, highly similar to Testis-specific protease-like protein 50		Homo sapiens (Human)	299
B4DH00	Q96JA3	reviewed	PKHA8_HUMAN	Pleckstrin homology domain-containing family A member 8 (PH domain-containing family A member 8) (Phosphatidylinositol-four-phosphate adapter protein 2) (FAPP-2) (Phosphoinositol 4-phosphate adapter protein 2) (hFAPP2) (Serologically defined breast cancer antigen NY-BR-86)	PLEKHA8 FAPP2	Homo sapiens (Human)	519
P0CB43	Q9BTY7	reviewed	HGH1_HUMAN	Protein HGH1 homolog	HGH1 C8orf30A C8orf30B FAM203A FAM203B	Homo sapiens (Human)	390
F5H8C6	F5H8C6		F5H8C6_HUMAN	deleted			
E7EV46	Q03468	reviewed	ERCC6_HUMAN	DNA excision repair protein ERCC-6 (EC 3.6.4.-) (ATP-dependent helicase ERCC6) (Cockayne syndrome protein CSB)	ERCC6 CSB	Homo sapiens (Human)	1493
B4DH61	B4DH61	unreviewed	B4DH61_HUMAN	cDNA FLJ60521, highly similar to Protein kinase-like protein C9orf96		Homo sapiens (Human)	161
A2BHY4	P0C0L5	reviewed	CO4B_HUMAN	Complement C4-B (Basic complement C4) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 3) [Cleaved into: Complement C4 beta chain; Complement C4-B alpha chain; C4a anaphylatoxin; C4b-B; C4d-B; Complement C4 gamma chain]	C4B CO4 CPAMD3; C4B_2	Homo sapiens (Human)	1744
F5H460	F5H460		F5H460_HUMAN	deleted			
C9J2Z3	C9J2Z3		C9J2Z3_HUMAN	deleted			
Q32ML3	Q07973	reviewed	CP24A_HUMAN	1,25-dihydroxyvitamin D(3) 24-hydroxylase, mitochondrial (24-OHase) (Vitamin D(3) 24-hydroxylase) (EC 1.14.15.16) (Cytochrome P450 24A1) (Cytochrome P450-CC24)	CYP24A1 CYP24	Homo sapiens (Human)	514
Q9Y4X1	P0DTE4	reviewed	UD2A1_HUMAN	UDP-glucuronosyltransferase 2A1 (UDPGT 2A1) (UGT2A1) (EC 2.4.1.17)	UGT2A1	Homo sapiens (Human)	527
Q9Y4X1	P0DTE5	reviewed	UD2A2_HUMAN	UDP-glucuronosyltransferase 2A2 (UDPGT 2A2) (EC 2.4.1.17)	UGT2A2	Homo sapiens (Human)	536
F5GXN1	O95741	reviewed	CPNE6_HUMAN	Copine-6 (Copine VI) (Neuronal-copine) (N-copine)	CPNE6	Homo sapiens (Human)	557
A6NF79	A6NF79		ZN734_HUMAN	deleted			
E7EQC9	E7EQC9		E7EQC9_HUMAN	deleted			
A6NEC0	A6NEC0		A6NEC0_HUMAN	deleted			
C9JHT4	C9JHT4		C9JHT4_HUMAN	deleted			
B7Z1J9	B7Z1J9	unreviewed	B7Z1J9_HUMAN	cDNA FLJ53027, highly similar to Mus musculus Parkinson disease 7 domain containing 1 (Pddc1), mRNA		Homo sapiens (Human)	170
E5RJK6	E5RJK6		E5RJK6_HUMAN	deleted			
Q9NY84	Q9NY84		VNN3_HUMAN	deleted			
B4DQ88	B4DQ88	unreviewed	B4DQ88_HUMAN	cDNA FLJ52014, highly similar to EGF-like module-containing mucin-like hormone receptor-like 2		Homo sapiens (Human)	225
C9JMZ0	Q06413	reviewed	MEF2C_HUMAN	Myocyte-specific enhancer factor 2C (Myocyte enhancer factor 2C)	MEF2C	Homo sapiens (Human)	473
E7ETI0	P59998	reviewed	ARPC4_HUMAN	Actin-related protein 2/3 complex subunit 4 (Arp2/3 complex 20 kDa subunit) (p20-ARC)	ARPC4 ARC20	Homo sapiens (Human)	168
E5RHY9	Q9UPW8	reviewed	UN13A_HUMAN	Protein unc-13 homolog A (Munc13-1)	UNC13A KIAA1032	Homo sapiens (Human)	1703
Q9BUF9	P24844	reviewed	MYL9_HUMAN	Myosin regulatory light polypeptide 9 (20 kDa myosin light chain) (LC20) (MLC-2C) (Myosin RLC) (Myosin regulatory light chain 2, smooth muscle isoform) (Myosin regulatory light chain 9) (Myosin regulatory light chain MRLC1)	MYL9 MLC2 MRLC1 MYRL2	Homo sapiens (Human)	172
A6NMC2	Q5VWM4	reviewed	PRAM8_HUMAN	PRAME family member 8	PRAMEF8 PRAMEF24	Homo sapiens (Human)	474
Q8IWY7	Q8IWY7	unreviewed	Q8IWY7_HUMAN	Tau-tubulin kinase		Homo sapiens (Human)	1649
E9PMC2	O94854	reviewed	K0754_HUMAN	Microtubule-actin cross-linking factor 1, isoforms 6/7 (Uncharacterized protein KIAA0754)	MACF1 KIAA0754	Homo sapiens (Human)	3515
P02735	P0DJI8	reviewed	SAA1_HUMAN	Serum amyloid A-1 protein (SAA) [Cleaved into: Amyloid protein A (Amyloid fibril protein AA); Serum amyloid protein A(2-104); Serum amyloid protein A(3-104); Serum amyloid protein A(2-103); Serum amyloid protein A(2-102); Serum amyloid protein A(4-101)]	SAA1	Homo sapiens (Human)	122
P02735	P0DJI9	reviewed	SAA2_HUMAN	Serum amyloid A-2 protein (SAA2) [Cleaved into: Amyloid A2 protein (AA2)]	SAA2	Homo sapiens (Human)	122
C9J8V2	C9J8V2		C9J8V2_HUMAN	deleted			
P00790	P0DJD9	reviewed	PEPA5_HUMAN	Pepsin A-5 (EC 3.4.23.1) (Pepsinogen-5)	PGA5	Homo sapiens (Human)	388
P00790	P0DJD8	reviewed	PEPA3_HUMAN	Pepsin A-3 (EC 3.4.23.1) (Pepsinogen-3)	PGA3	Homo sapiens (Human)	388
P00790	P0DJD7	reviewed	PEPA4_HUMAN	Pepsin A-4 (EC 3.4.23.1) (Pepsinogen-4)	PGA4	Homo sapiens (Human)	388
P30450	P04439	reviewed	HLAA_HUMAN	HLA class I histocompatibility antigen, A alpha chain (Human leukocyte antigen A) (HLA-A)	HLA-A HLAA	Homo sapiens (Human)	365
B0UZ11	B0UZ11		B0UZ11_HUMAN	deleted			
Q9HCF4	Q63HN8	reviewed	RN213_HUMAN	E3 ubiquitin-protein ligase RNF213 (EC 2.3.2.27) (EC 3.6.4.-) (ALK lymphoma oligomerization partner on chromosome 17) (E3 ubiquitin-lipopolysaccharide ligase RNF213) (EC 2.3.2.-) (Mysterin) (RING finger protein 213)	RNF213 ALO17 C17orf27 KIAA1554 KIAA1618 MYSTR	Homo sapiens (Human)	5207
E9PDX1	Q9ULJ8	reviewed	NEB1_HUMAN	Neurabin-1 (Neurabin-I) (Neural tissue-specific F-actin-binding protein I) (Protein phosphatase 1 regulatory subunit 9A)	PPP1R9A KIAA1222	Homo sapiens (Human)	1098
C9JTZ6	Q9H857	reviewed	NT5D2_HUMAN	5'-nucleotidase domain-containing protein 2 (EC 3.1.3.-)	NT5DC2	Homo sapiens (Human)	520
B4DV38	Q8NDF8	reviewed	PAPD5_HUMAN	Terminal nucleotidyltransferase 4B (Non-canonical poly(A) RNA polymerase PAPD5) (EC 2.7.7.19) (PAP-associated domain-containing protein 5) (Terminal guanylyltransferase) (EC 2.7.7.-) (Terminal uridylyltransferase 3) (TUTase 3) (Topoisomerase-related function protein 4-2) (TRF4-2)	TENT4B GLD4 PAPD5 TRF4-2 TUT3	Homo sapiens (Human)	572
Q5TG85	Q5TG85		Q5TG85_HUMAN	deleted			
E7ENI0	Q8IWI9	reviewed	MGAP_HUMAN	MAX gene-associated protein (MAX dimerization protein 5)	MGA KIAA0518 MAD5	Homo sapiens (Human)	3065
D3DWP1	P15622	reviewed	ZN250_HUMAN	Zinc finger protein 250 (Zinc finger protein 647)	ZNF250 ZNF647	Homo sapiens (Human)	560
A8MQ54	A8MQ54		A8MQ54_HUMAN	deleted			
E9PBM3	P51825	reviewed	AFF1_HUMAN	AF4/FMR2 family member 1 (ALL1-fused gene from chromosome 4 protein) (Protein AF-4) (Protein FEL) (Proto-oncogene AF4)	AFF1 AF4 FEL MLLT2 PBM1	Homo sapiens (Human)	1210
B4DH47	B4DH47	unreviewed	B4DH47_HUMAN	cDNA FLJ53769, highly similar to Homo sapiens nebulette (NEBL), transcript variant 2, mRNA		Homo sapiens (Human)	236
A6NM15	A6NM15		CBWD7_HUMAN	deleted			
F5H5M9	F5H5M9		F5H5M9_HUMAN	deleted			
F5GWP8	F5GWP8		F5GWP8_HUMAN	deleted			
B4DTM2	Q15811	reviewed	ITSN1_HUMAN	Intersectin-1 (SH3 domain-containing protein 1A) (SH3P17)	ITSN1 ITSN SH3D1A	Homo sapiens (Human)	1721
Q8IWZ2	Q8IWZ3	reviewed	ANKH1_HUMAN	Ankyrin repeat and KH domain-containing protein 1 (HIV-1 Vpr-binding ankyrin repeat protein) (Multiple ankyrin repeats single KH domain) (hMASK)	ANKHD1 KIAA1085 MASK VBARP PP2500	Homo sapiens (Human)	2542
F5H871	Q9Y4E1	reviewed	WAC2C_HUMAN	WASH complex subunit 2C (Vaccinia virus penetration factor) (VPEF)	WASHC2C FAM21C KIAA0592 VPEF	Homo sapiens (Human)	1341
B7ZKR7	Q13367	reviewed	AP3B2_HUMAN	AP-3 complex subunit beta-2 (Adaptor protein complex AP-3 subunit beta-2) (Adaptor-related protein complex 3 subunit beta-2) (Beta-3B-adaptin) (Clathrin assembly protein complex 3 beta-2 large chain) (Neuron-specific vesicle coat protein beta-NAP)	AP3B2	Homo sapiens (Human)	1082
Q6PFW2	O15085	reviewed	ARHGB_HUMAN	Rho guanine nucleotide exchange factor 11 (PDZ-RhoGEF)	ARHGEF11 KIAA0380	Homo sapiens (Human)	1522
Q7RTX8	Q7RTX8		HIN1L_HUMAN	deleted			
Q08E71	Q6H8Q1	reviewed	ABLM2_HUMAN	Actin-binding LIM protein 2 (abLIM-2) (Actin-binding LIM protein family member 2)	ABLIM2 KIAA1808	Homo sapiens (Human)	611
E2QRC8	E2QRC8		E2QRC8_HUMAN	deleted			
A6NKC4	A6NKC4		FCGRC_HUMAN	deleted			
E7EN08	E7EN08		E7EN08_HUMAN	deleted			
F5H4D8	F5H4D8		F5H4D8_HUMAN	deleted			
Q5T7D5	Q5T7D5		Q5T7D5_HUMAN	deleted			
F5GWX6	Q5TGP6	reviewed	MROH9_HUMAN	Maestro heat-like repeat-containing protein family member 9	MROH9 C1orf129	Homo sapiens (Human)	573
F5H469	F5H469		F5H469_HUMAN	deleted			
Q5SS79	Q5SS79		Q5SS79_HUMAN	deleted			
Q6JUT2	Q86XR7	reviewed	TCAM2_HUMAN	TIR domain-containing adapter molecule 2 (TICAM-2) (Putative NF-kappa-B-activating protein 502) (TRIF-related adapter molecule) (Toll-like receptor adaptor protein 3) (Toll/interleukin-1 receptor domain-containing protein) (MyD88-4)	TICAM2 TIRAP3 TIRP TRAM	Homo sapiens (Human)	235
A8MW06	A8MW06		TMSL3_HUMAN	deleted			
Q5VTM1	B3EWG3	reviewed	FM25A_HUMAN	Protein FAM25A	FAM25A	Homo sapiens (Human)	89
Q5VTM1	B3EWG5	reviewed	FM25C_HUMAN	Protein FAM25C	FAM25C	Homo sapiens (Human)	89
Q5VTM1	B3EWG6	reviewed	FM25G_HUMAN	Protein FAM25G	FAM25G	Homo sapiens (Human)	89
